"","SRR16611076","SRR16611077","SRR16611078","SRR16611088","SRR16611089","SRR16611090"
"PA14_RS10090",194,207,206,191,222,261
"PA14_RS10095",659,561,521,548,633,745
"PA14_RS10100",1203,1094,1168,1005,1470,1308
"PA14_RS10105",669,606,633,359,449,427
"PA14_RS10110",453,418,419,213,290,281
"PA14_RS10115",364,296,380,208,230,266
"PA14_RS10120",339,272,385,153,222,238
"PA14_RS10125",836,800,1343,340,288,343
"PA14_RS10130",1450,1300,1280,679,858,848
"PA14_RS10135",716,945,618,282,356,390
"PA14_RS10140",1513,1182,1347,1150,1314,1486
"PA14_RS10145",2135,1925,3130,1894,2473,1815
"PA14_RS10150",430,462,376,412,501,538
"PA14_RS10155",874,727,805,867,1063,1037
"PA14_RS10160",272,238,261,180,216,229
"PA14_RS10165",432,352,287,281,318,328
"PA14_RS10170",2370,2554,2258,1756,1921,3099
"PA14_RS10175",1577,1299,1571,1292,1479,1731
"PA14_RS10180",458,320,453,266,272,316
"PA14_RS10185",4779,4378,5121,3541,3976,3688
"PA14_RS10190",1196,1053,928,651,748,869
"PA14_RS10195",2262,1496,2338,1144,1342,1389
"PA14_RS10200",1254,888,1669,758,870,897
"PA14_RS10205",800,630,835,608,683,681
"PA14_RS10210",1390,1561,1114,669,876,1754
"PA14_RS10215",797,736,851,688,878,752
"PA14_RS10220",691,715,722,444,567,475
"PA14_RS10225",706,673,585,505,688,794
"PA14_RS10230",2350,2511,2280,2128,2765,2628
"PA14_RS10235",6186,6741,8455,5218,6187,6013
"PA14_RS10240",648,918,709,386,389,421
"PA14_RS10245",2263,1890,2739,1743,2019,1961
"PA14_RS10250",986,1189,1053,711,838,769
"PA14_RS10255",647,690,489,346,389,427
"PA14_RS10260",650,729,491,338,450,501
"PA14_RS10265",527,546,444,275,398,401
"PA14_RS10270",1586,1446,1358,589,1041,1106
"PA14_RS10275",1142,1150,1063,483,648,710
"PA14_RS10280",381,320,319,190,229,311
"PA14_RS10285",2898,2144,2907,3773,4165,3192
"PA14_RS10290",1072,877,940,1216,1371,1187
"PA14_RS10295",90,82,77,101,113,126
"PA14_RS10300",435,338,311,396,449,492
"PA14_RS10305",1459,1315,2155,1260,1464,1288
"PA14_RS10310",1247,1216,1656,814,928,771
"PA14_RS10315",956,1226,1326,733,826,722
"PA14_RS10320",302,188,296,177,217,230
"PA14_RS10325",308,213,305,192,251,270
"PA14_RS10330",891,688,964,657,889,739
"PA14_RS10335",594,529,712,495,562,519
"PA14_RS10340",859,858,1028,724,989,770
"PA14_RS10345",155,137,204,146,137,151
"PA14_RS10350",978,891,1058,754,830,806
"PA14_RS10355",480,418,470,381,456,449
"PA14_RS10360",1059,1006,982,704,853,765
"PA14_RS10365",7232,6827,6789,5714,5607,5934
"PA14_RS10370",2531,1641,2445,1830,2178,2192
"PA14_RS10375",623,639,776,589,616,661
"PA14_RS10380",1312,1466,1718,1376,1395,1367
"PA14_RS10385",167,154,210,186,175,179
"PA14_RS10390",5769,5107,7527,3990,5521,4214
"PA14_RS10395",1861,1915,2590,1638,2103,1503
"PA14_RS10400",1464,1597,1756,1594,1874,1385
"PA14_RS10405",2517,1865,2635,6081,6859,5111
"PA14_RS10410",4948,3474,4582,7745,8668,8208
"PA14_RS10415",13769,9628,13629,14020,18707,17342
"PA14_RS10420",3840,3376,3977,3692,4569,3970
"PA14_RS10425",884,823,813,634,874,800
"PA14_RS10430",849,696,841,661,785,765
"PA14_RS10435",557,533,549,447,603,595
"PA14_RS10440",863,835,840,708,934,1005
"PA14_RS10445",752,491,746,552,740,702
"PA14_RS10450",1227,1026,1494,865,1122,1025
"PA14_RS10455",722,530,652,493,497,627
"PA14_RS10460",1176,985,1579,785,1037,887
"PA14_RS10465",459,441,487,341,431,425
"PA14_RS10470",580,482,710,302,356,369
"PA14_RS10475",347,341,436,197,241,271
"PA14_RS10480",3018,3022,2624,1909,2277,2842
"PA14_RS10485",4085,3971,2945,3313,4146,4601
"PA14_RS10490",5544,5182,4268,4229,5239,5626
"PA14_RS10495",4590,3865,5421,6214,7045,5685
"PA14_RS10500",492,353,519,541,556,590
"PA14_RS10505",95,103,86,81,101,68
"PA14_RS10510",76,90,72,61,68,82
"PA14_RS10515",481,451,355,284,310,368
"PA14_RS10520",727,646,375,330,469,594
"PA14_RS10525",582,484,485,328,441,456
"PA14_RS10530",767,844,608,449,594,643
"PA14_RS10535",250,317,337,260,343,393
"PA14_RS10540",1042,839,1137,905,1066,1016
"PA14_RS10545",284,287,352,220,295,251
"PA14_RS10550",194,151,159,176,194,190
"PA14_RS10555",3925,3222,2871,82,95,90
"PA14_RS10560",208,117,212,105,117,120
"PA14_RS10565",290,187,214,152,137,174
"PA14_RS10570",23,17,33,34,36,32
"PA14_RS31645",24,27,30,17,22,23
"PA14_RS10585",60,57,56,45,41,37
"PA14_RS10590",36,33,28,29,35,37
"PA14_RS10595",42,31,42,15,29,31
"PA14_RS10600",186,116,125,125,142,190
"PA14_RS10605",218,154,182,237,262,323
"PA14_RS10610",60,33,106,139,135,104
"PA14_RS10615",209,167,238,216,244,216
"PA14_RS10620",333,276,281,184,245,214
"PA14_RS10625",57,60,67,11,25,27
"PA14_RS10630",74,44,76,31,40,35
"PA14_RS10635",40,29,40,21,49,40
"PA14_RS10640",15,10,16,7,11,22
"PA14_RS10645",14,19,25,15,19,16
"PA14_RS10650",19,29,27,24,28,20
"PA14_RS10655",147,117,169,137,109,125
"PA14_RS10660",1175,867,1324,519,512,652
"PA14_RS10665",179,107,179,50,45,55
"PA14_RS10670",239,123,207,96,94,111
"PA14_RS10675",151,119,124,111,132,148
"PA14_RS10680",15,11,12,20,18,26
"PA14_RS10685",501,380,434,426,408,570
"PA14_RS10690",207,186,171,166,187,204
"PA14_RS10695",36,37,34,41,49,38
"PA14_RS10700",54,29,35,37,27,28
"PA14_RS10705",205,186,290,163,191,230
"PA14_RS10710",118,113,111,118,212,209
"PA14_RS10715",155,131,130,128,142,165
"PA14_RS10720",349,295,310,263,371,295
"PA14_RS10725",713,539,667,510,650,549
"PA14_RS10730",737,669,832,573,703,674
"PA14_RS10735",126,194,124,133,136,137
"PA14_RS10740",285,311,244,182,278,249
"PA14_RS10745",772,883,704,558,711,754
"PA14_RS10750",649,606,670,471,609,586
"PA14_RS10755",738,509,829,526,761,629
"PA14_RS10760",978,934,1235,817,1029,893
"PA14_RS10765",340,300,359,294,308,386
"PA14_RS10770",62,44,51,32,63,57
"PA14_RS10775",3928,3017,3424,2309,2269,2660
"PA14_RS10780",710,521,971,430,465,467
"PA14_RS10785",617,618,905,431,407,461
"PA14_RS10790",739,591,595,485,480,541
"PA14_RS10795",478,455,380,411,487,517
"PA14_RS10800",82,64,50,52,59,70
"PA14_RS10805",137,101,90,92,87,93
"PA14_RS10810",52,35,34,23,35,30
"PA14_RS10815",86,93,69,57,56,64
"PA14_RS10820",96,126,86,63,77,73
"PA14_RS10825",54,58,36,27,29,21
"PA14_RS10830",116,128,110,50,66,48
"PA14_RS10835",301,284,256,331,353,502
"PA14_RS10840",574,478,750,529,612,738
"PA14_RS10845",1169,925,1321,325,412,560
"PA14_RS10850",54,30,41,52,57,56
"PA14_RS10855",71,62,64,45,68,54
"PA14_RS10860",43,38,50,47,46,43
"PA14_RS10865",231,128,149,165,183,192
"PA14_RS10870",74,34,64,53,63,72
"PA14_RS10875",247,155,247,226,244,303
"PA14_RS10880",610,533,758,398,474,379
"PA14_RS10885",388,276,401,261,303,308
"PA14_RS10890",158,115,131,133,145,143
"PA14_RS10895",427,277,364,315,405,352
"PA14_RS10900",325,218,320,234,277,270
"PA14_RS10905",598,566,566,507,555,562
"PA14_RS10910",592,442,526,359,374,379
"PA14_RS10915",178,118,223,95,118,152
"PA14_RS10920",196,157,183,158,191,289
"PA14_RS10925",3024,3174,2983,1394,1777,2798
"PA14_RS10930",324,258,314,296,404,419
"PA14_RS10935",1408,1057,1486,987,1238,1348
"PA14_RS10940",631,393,633,358,339,408
"PA14_RS10945",127,69,78,50,63,44
"PA14_RS10950",307,240,130,119,172,140
"PA14_RS10955",46,45,38,29,59,53
"PA14_RS10960",1291,1000,864,586,859,894
"PA14_RS10965",498,401,587,526,655,630
"PA14_RS10970",558,566,510,536,664,678
"PA14_RS10975",221,183,236,217,278,294
"PA14_RS10980",683,510,494,517,617,592
"PA14_RS10985",153,137,174,140,194,167
"PA14_RS10990",2431,2160,3118,1461,1663,1809
"PA14_RS10995",68702,36744,59156,56487,73945,79226
"PA14_RS11005",460,395,441,226,309,302
"PA14_RS11010",3580,3582,4274,2799,3398,2925
"PA14_RS11015",82,86,88,75,91,94
"PA14_RS11020",81,56,46,46,45,56
"PA14_RS11025",66,54,49,53,65,64
"PA14_RS11030",47,54,50,73,56,87
"PA14_RS11035",104,91,76,127,163,169
"PA14_RS11040",14,11,6,33,28,55
"PA14_RS11045",329,279,341,314,352,385
"PA14_RS11050",612,530,541,379,494,498
"PA14_RS11055",605,465,559,455,573,508
"PA14_RS11060",406,305,397,284,294,310
"PA14_RS11065",1009,1435,2642,1290,1132,732
"PA14_RS11070",70,46,69,62,63,70
"PA14_RS11075",98,86,101,72,80,71
"PA14_RS11080",62,43,41,41,46,43
"PA14_RS11085",30,26,32,18,24,30
"PA14_RS11090",81,63,70,22,34,50
"PA14_RS11095",178,93,124,107,110,128
"PA14_RS11100",89,92,79,87,102,101
"PA14_RS11105",267,280,252,285,329,325
"PA14_RS11110",757,662,793,552,715,546
"PA14_RS11115",779,670,899,921,1034,1193
"PA14_RS11120",83,68,68,82,90,69
"PA14_RS11125",691,677,792,570,726,599
"PA14_RS11130",571,416,485,384,417,439
"PA14_RS11135",245,193,214,158,156,187
"PA14_RS11140",323,259,276,174,222,235
"PA14_RS11145",1295,1076,1074,989,1131,1318
"PA14_RS11150",656,538,618,742,869,826
"PA14_RS11155",468,410,391,475,538,512
"PA14_RS11160",851,655,724,793,854,906
"PA14_RS11165",1007,786,936,890,923,1130
"PA14_RS11185",344,163,161,19,27,20
"PA14_RS11190",294,176,167,39,50,62
"PA14_RS11195",77,62,59,57,58,72
"PA14_RS11200",25,18,10,10,4,12
"PA14_RS11205",11,3,5,5,2,3
"PA14_RS11210",209,163,161,114,118,137
"PA14_RS11215",47,39,46,14,18,22
"PA14_RS11220",51,51,62,40,61,59
"PA14_RS11225",97,87,105,72,89,91
"PA14_RS11230",413,277,459,358,438,457
"PA14_RS11235",255,178,347,239,304,247
"PA14_RS11240",210,139,176,145,136,134
"PA14_RS11245",2792,2539,3527,1610,1247,1497
"PA14_RS11250",163,124,185,150,138,172
"PA14_RS11255",689,578,576,23787,29273,30400
"PA14_RS11260",400,324,312,7797,8846,8827
"PA14_RS11265",399,393,384,7849,9319,8594
"PA14_RS11270",310,245,332,1694,2337,1990
"PA14_RS11275",276,188,236,175,222,220
"PA14_RS11280",82,60,102,70,69,64
"PA14_RS11285",56,50,59,33,49,41
"PA14_RS11290",847,682,1015,325,488,369
"PA14_RS11295",789,585,758,1154,1319,1830
"PA14_RS11300",32,21,40,27,35,41
"PA14_RS11305",47,34,48,38,59,53
"PA14_RS11310",645,402,528,523,644,597
"PA14_RS11315",343,244,359,246,346,271
"PA14_RS11320",2809,2163,2966,1980,2322,2156
"PA14_RS11325",517,313,386,390,445,549
"PA14_RS11330",4512,4080,5211,3614,4253,3613
"PA14_RS11335",1931,1522,1645,1130,1317,1371
"PA14_RS11340",2952,2729,2804,1132,1192,1568
"PA14_RS11345",635,611,1014,746,843,714
"PA14_RS11350",206,161,123,4,1,5
"PA14_RS11355",1126,1471,907,411,506,466
"PA14_RS11360",275,666,325,118,129,150
"PA14_RS11365",119,246,135,193,199,264
"PA14_RS11370",361,313,422,318,303,354
"PA14_RS11375",190,229,192,119,119,78
"PA14_RS11380",1362,994,2791,752,803,897
"PA14_RS11385",784,504,1056,533,469,486
"PA14_RS11390",245,97,115,162,146,145
"PA14_RS11395",6,5,3,11,12,16
"PA14_RS11400",31,26,37,59,53,52
"PA14_RS11405",81,53,94,71,77,103
"PA14_RS11410",34,33,35,23,28,33
"PA14_RS31750",212,181,181,153,150,138
"PA14_RS11420",180,132,148,128,125,122
"PA14_RS11425",188,97,139,275,231,309
"PA14_RS11430",241,159,205,321,257,370
"PA14_RS11435",591,397,751,222,169,238
"PA14_RS11440",564,424,683,284,359,379
"PA14_RS11450",192,298,213,121,156,150
"PA14_RS11455",241,434,272,89,129,133
"PA14_RS11460",194,259,233,72,74,80
"PA14_RS11465",121,138,147,1,0,1
"PA14_RS11470",394,361,419,0,2,0
"PA14_RS11475",602,519,651,2,6,0
"PA14_RS11480",238,169,204,274,271,259
"PA14_RS11485",606,535,685,528,616,592
"PA14_RS11490",500,372,447,135,145,123
"PA14_RS11495",38,35,36,33,53,38
"PA14_RS11500",39,27,21,40,60,54
"PA14_RS11505",119,84,118,91,101,102
"PA14_RS11510",900,782,802,770,912,850
"PA14_RS11515",427,348,330,324,342,350
"PA14_RS11520",1557,1329,1504,582,899,605
"PA14_RS11525",550,493,731,438,616,371
"PA14_RS11530",109,98,202,122,129,59
"PA14_RS11535",80,65,101,72,72,99
"PA14_RS11540",39,36,51,25,31,49
"PA14_RS11545",11876,11283,7080,6151,8386,8319
"PA14_RS11550",181,151,120,6016,6659,9326
"PA14_RS11555",115,142,131,3350,3743,5201
"PA14_RS11560",33,31,35,164,162,220
"PA14_RS11565",1320,971,1052,942,1107,1308
"PA14_RS11570",971,915,2039,1016,1104,1125
"PA14_RS11575",337,182,302,656,716,772
"PA14_RS11580",518,357,444,288,313,515
"PA14_RS11585",1502,1172,1783,575,530,1305
"PA14_RS11590",386,327,168,222,284,870
"PA14_RS11595",60,67,108,48,48,65
"PA14_RS11600",670,491,1168,175,133,144
"PA14_RS11605",830,619,1361,184,145,201
"PA14_RS11610",92,40,58,37,58,51
"PA14_RS11615",246,161,252,169,186,189
"PA14_RS11620",334,264,346,249,317,364
"PA14_RS11625",208,172,173,143,189,177
"PA14_RS11630",83,64,69,53,78,64
"PA14_RS11635",216,179,205,168,221,190
"PA14_RS11640",341,303,284,241,291,347
"PA14_RS11645",6566,4958,9230,336,414,402
"PA14_RS11650",1124,899,1602,516,577,617
"PA14_RS11655",1178,1000,1230,294,318,428
"PA14_RS11660",494,385,704,1137,1345,881
"PA14_RS11665",5179,4588,5742,4956,5948,5647
"PA14_RS11670",10639,8831,11101,9025,9837,9862
"PA14_RS11675",3379,3642,3652,3017,3272,3297
"PA14_RS11680",11355,11982,11508,9085,9462,10067
"PA14_RS11685",899,1089,815,752,917,927
"PA14_RS11690",3483,3258,2544,1745,2582,2757
"PA14_RS11695",2101,1359,1568,1662,1734,2514
"PA14_RS11700",1543,1336,1542,1579,1752,2340
"PA14_RS30345",5,3,2,10,15,17
"PA14_RS31525",1,2,1,2,1,0
"PA14_RS11720",6,1,2,10,15,12
"PA14_RS31650",0,0,0,0,0,1
"PA14_RS31400",0,1,0,0,1,0
"PA14_RS11725",7,1,1,3,1,7
"PA14_RS11730",25,29,39,15,16,16
"PA14_RS11735",6,7,12,6,8,7
"PA14_RS11740",4,0,3,4,1,9
"PA14_RS11745",0,4,2,6,6,16
"PA14_RS31150",155,142,118,0,4,1
"PA14_RS11760",393,422,203,66,88,88
"PA14_RS11765",2066,2417,1334,477,637,695
"PA14_RS11770",194,222,134,48,67,80
"PA14_RS11775",783,989,714,352,371,413
"PA14_RS11780",101,100,61,25,36,47
"PA14_RS11785",124,94,87,75,104,124
"PA14_RS11790",113,69,124,52,37,49
"PA14_RS11795",405,204,367,165,147,162
"PA14_RS11800",15,16,21,0,0,0
"PA14_RS11805",53,34,53,1,3,0
"PA14_RS11810",517,387,554,482,550,503
"PA14_RS11815",107,116,121,152,189,187
"PA14_RS11820",277,223,220,273,345,338
"PA14_RS11825",404,340,363,123,119,127
"PA14_RS11830",226,197,198,94,116,110
"PA14_RS11835",30,21,28,18,23,26
"PA14_RS11840",118,93,104,51,85,114
"PA14_RS11845",398,351,320,208,258,267
"PA14_RS11850",388,356,474,186,200,234
"PA14_RS11855",152,206,169,126,155,166
"PA14_RS11860",267,263,206,268,293,323
"PA14_RS11865",875,769,741,798,965,1104
"PA14_RS11870",281,275,386,160,200,149
"PA14_RS11875",660,686,730,345,348,459
"PA14_RS11880",210,283,231,182,249,326
"PA14_RS11885",418,434,487,368,416,465
"PA14_RS11890",317,475,309,156,205,162
"PA14_RS31535",108,194,109,15,18,20
"PA14_RS11895",136,308,157,16,16,19
"PA14_RS11900",669,887,666,251,292,302
"PA14_RS11905",97,78,95,59,67,74
"PA14_RS11910",86,53,63,83,76,91
"PA14_RS11915",176,139,185,46,56,61
"PA14_RS11920",102,82,52,48,78,104
"PA14_RS11925",25,30,15,15,13,13
"PA14_RS11930",197,159,167,99,114,154
"PA14_RS11935",615,523,671,522,593,555
"PA14_RS11940",226,189,258,106,96,83
"PA14_RS11945",143,139,195,75,83,73
"PA14_RS11950",130,111,124,101,96,97
"PA14_RS11955",162,236,140,119,143,188
"PA14_RS11960",3,1,2,3,1,1
"PA14_RS11965",34,37,18,27,25,30
"PA14_RS11970",106,72,84,120,99,133
"PA14_RS11975",86,85,104,81,99,117
"PA14_RS11980",58,28,79,46,71,82
"PA14_RS11985",549,935,713,295,411,405
"PA14_RS11990",662,1491,674,300,352,367
"PA14_RS11995",63,103,51,23,32,32
"PA14_RS12000",352,322,321,372,442,440
"PA14_RS12005",565,507,497,401,435,461
"PA14_RS12010",219,173,183,141,217,176
"PA14_RS12015",284,174,250,47,44,46
"PA14_RS12020",837,276,1001,3401,3469,2340
"PA14_RS12025",90,54,54,72,78,80
"PA14_RS12030",102,84,91,110,133,153
"PA14_RS12035",48,35,50,46,30,38
"PA14_RS12040",11,13,11,9,19,17
"PA14_RS12045",18,14,19,10,14,18
"PA14_RS12050",17,11,22,4,10,15
"PA14_RS12055",30,13,22,11,16,21
"PA14_RS12060",77,63,87,47,44,52
"PA14_RS31405",34,21,38,16,23,29
"PA14_RS12070",168,118,95,85,100,116
"PA14_RS12075",204,146,175,131,170,191
"PA14_RS12080",1808,1400,1461,1019,1247,1177
"PA14_RS12085",212,183,266,177,159,199
"PA14_RS12090",173,131,123,108,133,157
"PA14_RS12095",570,452,1098,46,67,71
"PA14_RS12100",78,55,99,5,5,9
"PA14_RS12105",708,449,1853,157,204,356
"PA14_RS12110",193,105,536,62,83,113
"PA14_RS12115",291,166,949,229,244,245
"PA14_RS12120",529,435,717,660,726,669
"PA14_RS12125",696,411,564,487,547,550
"PA14_RS12130",221,165,203,190,196,190
"PA14_RS12135",376,314,317,304,351,378
"PA14_RS12140",526,491,527,466,549,511
"PA14_RS12145",268,231,337,185,163,178
"PA14_RS31755",692,702,1093,561,526,495
"PA14_RS31760",1168,1071,2032,676,651,667
"PA14_RS12155",275,270,468,150,182,177
"PA14_RS12160",1361,1466,2475,751,882,798
"PA14_RS12165",1715,1644,2917,673,694,758
"PA14_RS12170",133,149,196,110,116,132
"PA14_RS12175",1689,2082,1508,1415,1913,1761
"PA14_RS12180",1418,1990,1352,1165,1236,1431
"PA14_RS12185",1787,2184,1795,1752,1960,2063
"PA14_RS12190",287,332,298,264,318,354
"PA14_RS12195",532,544,539,541,551,631
"PA14_RS12200",585,670,623,736,743,705
"PA14_RS12205",1318,1336,1175,1039,1323,1421
"PA14_RS12210",4626,5117,6435,3739,5186,6265
"PA14_RS12215",3272,3221,3070,2476,3614,3701
"PA14_RS12220",1136,1071,1004,934,1280,1214
"PA14_RS12225",2940,2957,2653,3064,3445,3522
"PA14_RS12230",3732,3226,4083,4488,4925,4386
"PA14_RS12235",2037,1141,1895,1976,2477,2239
"PA14_RS12240",43,41,44,30,50,54
"PA14_RS12245",302,217,240,120,150,145
"PA14_RS12250",677,635,650,823,953,1027
"PA14_RS12255",1078,805,762,523,537,683
"PA14_RS12260",428,435,282,300,291,366
"PA14_RS12265",969,891,728,530,603,740
"PA14_RS12270",752,800,653,490,507,571
"PA14_RS12275",1374,1531,2340,1352,1547,1179
"PA14_RS12280",207,252,206,225,257,270
"PA14_RS12285",757,803,911,626,735,740
"PA14_RS12290",2009,1683,2326,1745,2310,2064
"PA14_RS12295",188,184,207,193,196,190
"PA14_RS12300",3888,3112,5483,7974,8516,6468
"PA14_RS12305",11092,7944,12507,15813,16995,16388
"PA14_RS12310",5120,3153,3953,1908,1923,2290
"PA14_RS12315",1667,1274,1527,917,1035,1201
"PA14_RS12320",9039,7712,8941,6362,6718,8150
"PA14_RS12325",2617,1912,3875,2186,2776,1903
"PA14_RS12330",439,327,388,317,325,391
"PA14_RS12335",200,244,240,189,205,227
"PA14_RS12340",1229,1048,1224,1045,1260,1290
"PA14_RS12345",4997,4705,5544,4674,5617,5840
"PA14_RS12350",1102,938,968,1046,1263,1327
"PA14_RS12355",1926,1861,1904,1826,2191,2363
"PA14_RS12360",1630,1561,1585,1516,1769,1823
"PA14_RS12365",2147,2010,1795,2018,2249,2372
"PA14_RS12370",620,463,520,399,430,495
"PA14_RS12375",1257,1018,1066,771,701,794
"PA14_RS12380",285,223,227,165,123,178
"PA14_RS12385",233,162,211,180,146,192
"PA14_RS12390",246,205,235,192,191,192
"PA14_RS12395",534,357,475,348,351,351
"PA14_RS12400",1759,1417,1849,1223,1301,1503
"PA14_RS12410",309,235,378,188,221,215
"PA14_RS12415",64,33,37,34,39,44
"PA14_RS12420",195,144,168,123,94,112
"PA14_RS12425",65,48,61,31,40,49
"PA14_RS12430",79,76,70,58,68,75
"PA14_RS12435",58,41,53,42,50,56
"PA14_RS12440",182,111,165,97,106,125
"PA14_RS12445",66,42,80,47,49,48
"PA14_RS12450",65,62,57,32,45,41
"PA14_RS12455",342,317,245,78,91,89
"PA14_RS12460",179,222,162,19,26,20
"PA14_RS12465",1943,1777,1897,111,136,163
"PA14_RS12470",1548,1163,1278,45,58,66
"PA14_RS12475",112,60,130,95,121,130
"PA14_RS12480",292,359,250,37,28,46
"PA14_RS12485",1185,1188,1135,59,83,119
"PA14_RS12490",2534,2287,2374,150,186,176
"PA14_RS12495",1918,1464,1504,1237,1472,1626
"PA14_RS12500",1933,1665,1937,1519,1778,1541
"PA14_RS12505",1363,989,1420,1159,1275,1247
"PA14_RS12515",359,223,312,1,1,3
"PA14_RS12520",2884,2379,2667,775,933,889
"PA14_RS12525",3750,3055,3452,2769,3376,3381
"PA14_RS12535",491,564,516,244,333,297
"PA14_RS12540",65,45,55,69,80,85
"PA14_RS12545",336,269,285,350,356,370
"PA14_RS12550",164,157,114,153,139,181
"PA14_RS12555",179,123,120,129,136,154
"PA14_RS12560",111,95,102,71,113,155
"PA14_RS12565",151,107,121,282,303,373
"PA14_RS12570",132,96,107,133,137,199
"PA14_RS12575",1342,986,1244,601,579,750
"PA14_RS12580",1423,991,1399,496,455,662
"PA14_RS12585",961,553,855,402,363,427
"PA14_RS12590",1,0,1,0,0,0
"PA14_RS12595",16,10,12,6,11,7
"PA14_RS12600",5,0,3,4,4,6
"PA14_RS12605",3,3,2,8,18,12
"PA14_RS12610",11,4,10,14,10,17
"PA14_RS12615",3,3,9,2,8,5
"PA14_RS12620",16,11,8,9,10,4
"PA14_RS12625",14,15,15,18,16,33
"PA14_RS12630",0,2,2,3,7,1
"PA14_RS12635",0,5,4,2,4,0
"PA14_RS12640",8,11,11,10,9,13
"PA14_RS12645",1,3,0,3,5,3
"PA14_RS12650",12,10,7,15,19,17
"PA14_RS12655",1,0,0,1,1,1
"PA14_RS12660",3,0,0,2,4,3
"PA14_RS12665",2,1,3,0,0,1
"PA14_RS12670",1,1,0,2,2,0
"PA14_RS12675",2,8,1,3,6,2
"PA14_RS12680",15,13,13,25,17,16
"PA14_RS12685",2,2,2,0,4,6
"PA14_RS12690",2,0,3,3,2,0
"PA14_RS12695",2,3,5,2,5,6
"PA14_RS12700",0,0,3,0,0,1
"PA14_RS12705",11,6,13,55,99,102
"PA14_RS12710",13,5,10,1,1,4
"PA14_RS12715",6,1,2,1,7,2
"PA14_RS12720",3,9,6,2,2,6
"PA14_RS12725",28,19,36,6,7,16
"PA14_RS12730",51,21,42,7,14,11
"PA14_RS12735",3,5,3,0,4,4
"PA14_RS12740",0,1,1,0,0,0
"PA14_RS12745",2,1,0,2,0,0
"PA14_RS12750",0,0,1,1,1,0
"PA14_RS12755",17,9,13,13,4,11
"PA14_RS12760",1,0,0,2,0,0
"PA14_RS12765",7,7,12,12,17,9
"PA14_RS12770",1,2,4,5,17,24
"PA14_RS12775",0,0,0,0,1,0
"PA14_RS12780",0,0,0,13,14,2
"PA14_RS12785",6,5,1,7,4,21
"PA14_RS12790",1,0,0,0,1,0
"PA14_RS12795",0,0,0,0,1,0
"PA14_RS12800",11,4,7,8,6,9
"PA14_RS12805",0,6,1,2,4,3
"PA14_RS12810",9,5,8,158,192,258
"PA14_RS12815",151,83,137,4,5,8
"PA14_RS12820",103,89,144,99,82,85
"PA14_RS12825",224,270,133,205,223,406
"PA14_RS12830",1183,1197,736,1311,1449,2205
"PA14_RS12835",16,20,27,9,5,10
"PA14_RS12840",1335,810,1131,4,3,3
"PA14_RS12845",231,170,224,0,0,1
"PA14_RS12850",568,435,442,1,7,0
"PA14_RS12855",359,300,306,205,244,312
"PA14_RS12860",128,98,120,991,927,1089
"PA14_RS12865",300,245,605,567,519,539
"PA14_RS12870",1237,1316,1380,553,645,667
"PA14_RS12875",764,933,1313,464,421,446
"PA14_RS12880",1163,1062,1213,641,723,788
"PA14_RS31410",384,373,427,215,235,259
"PA14_RS12885",527,345,664,297,370,313
"PA14_RS12890",207,120,159,132,122,149
"PA14_RS12895",447,366,372,305,378,362
"PA14_RS12900",212,145,188,237,276,294
"PA14_RS12905",82,51,45,130,104,125
"PA14_RS12910",174,135,104,225,264,224
"PA14_RS12915",217,147,118,259,237,252
"PA14_RS12920",371,352,297,238,297,311
"PA14_RS12925",140,130,180,109,115,143
"PA14_RS12930",28,25,25,13,15,12
"PA14_RS12935",275,217,270,102,128,165
"PA14_RS12940",100,74,65,79,104,103
"PA14_RS12945",190,117,162,120,118,142
"PA14_RS12950",189,152,183,157,170,190
"PA14_RS12955",859,635,874,565,664,680
"PA14_RS12960",1158,987,956,372,480,523
"PA14_RS12965",565,415,395,386,536,463
"PA14_RS12970",810,683,538,648,892,1007
"PA14_RS12975",651,450,492,961,1045,1134
"PA14_RS12980",513,825,494,459,519,507
"PA14_RS12985",328,513,226,171,198,202
"PA14_RS12990",83,124,77,45,51,51
"PA14_RS12995",170,191,136,84,102,109
"PA14_RS13000",266,411,224,150,121,155
"PA14_RS13005",191,158,108,125,144,163
"PA14_RS13010",194,123,170,184,182,243
"PA14_RS13015",1063,1015,953,474,569,561
"PA14_RS13020",1042,1209,1654,559,675,701
"PA14_RS13025",168,166,297,106,132,141
